customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
100988,48.0,,West,Graduate,Salaried,321749.94,407769.63,Other,702.5,4,25,29.44,2020-06-25,1
100989,,Male,West,Graduate,Salaried,784456.81,683891.83,Business,791.7,0,29,43.42,2023-02-19,0
100990,38.0,Male,East,Primary,Salaried,555894.18,272487.46,Car,678.7,2,32,13.27,2025-01-27,0
100991,40.0,Other,South,Graduate,,153506.77,541343.24,Business,606.2,4,29,22.02,2023-11-07,0
100992,18.0,Male,South,Secondary,Unemployed,845869.15,205930.91,Education,661.8,2,28,15.43,2025-02-09,0
100993,35.0,Male,North,Primary,Salaried,,590215.83,Business,549.7,4,24,31.05,2020-05-03,0
100994,30.0,Male,West,Post-Graduate,Salaried,1065571.4,363457.78,Car,584.1,1,19,20.94,2026-01-21,0
100995,27.0,Female,East,Secondary,Salaried,301123.2,457950.86,Business,762.7,2,21,14.48,2019-05-22,0
100996,35.0,Male,North,Primary,Unemployed,95844.89,684050.67,Car,754.2,0,28,39.67,2019-02-12,0
100997,58.0,Male,North,Graduate,Salaried,,214803.44,Other,710.9,2,27,42.1,2021-07-18,1
100998,45.0,Male,South,Graduate,Salaried,645663.39,298435.12,Car,533.7,2,35,30.58,2019-06-08,0
100999,32.0,Male,East,Primary,Salaried,217032.88,592080.23,Car,649.5,4,21,82.96,2022-02-26,0
101000,44.0,Male,East,Graduate,Salaried,321097.09,1584747.66,Business,575.9,1,25,35.22,2025-04-08,1
